"Town","FIPS","Year","Entry","Rank","Variable","Measure Type","Value"
"Thompson","0901575870",2014,"Thompson CT Assoc",6,"Percent of Top 10 Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"Quinebaug Park, Inc.",7,"Percent of Top 10 Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"Thompson Housing Authority",8,"Percent of Top 10 Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"Town of Thompson",9,"Percent of Top 10 Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"Thompson Rail Business Park",10,"Percent of Top 10 Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"Melrose Associates",2,"Percent of Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"Quinnatisset Country Club, Inc.",3,"Percent of Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"NORAMPAC-Thompson",4,"Percent of Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"North Grosvenordale Restoration",5,"Percent of Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"Thompson CT Assoc",6,"Percent of Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"Quinebaug Park, Inc.",7,"Percent of Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"Thompson Housing Authority",8,"Percent of Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"Town of Thompson",9,"Percent of Total Grand List","Percent",-6666
"Thompson","0901575870",2014,"Thompson Rail Business Park",10,"Percent of Total Grand List","Percent",-6666
"Tolland","0901376290",2016,"CT Light & Power Co",1,"Grand List Value","Number",14009540
"Tolland","0901376290",2016,"Capitol Ventures LLC",2,"Grand List Value","Number",13848900
"Tolland","0901376290",2016,"Woodlake at Tolland",3,"Grand List Value","Number",8170200
"Tolland","0901376290",2016,"Gerb CT QRS 14-73 Inc.",4,"Grand List Value","Number",7551270
"Tolland","0901376290",2016,"Silvas Real Estate LLC",5,"Grand List Value","Number",6078840
"Tolland","0901376290",2016,"Summers & Summers Realty",6,"Grand List Value","Number",5752900
"Tolland","0901376290",2016,"Norwegian Woods LLC",7,"Grand List Value","Number",4842150
"Tolland","0901376290",2016,"Ivy Woods LLC",8,"Grand List Value","Number",4173800
"Tolland","0901376290",2016,"MJB Realty LLC",9,"Grand List Value","Number",3977380
"Tolland","0901376290",2016,"Carrage Crossing",10,"Grand List Value","Number",3287200
"Tolland","0901376290",2016,"CT Light & Power Co",1,"Percent of Net Grand List","Percent",1.1
"Tolland","0901376290",2016,"Capitol Ventures LLC",2,"Percent of Net Grand List","Percent",1.08
"Tolland","0901376290",2016,"Woodlake at Tolland",3,"Percent of Net Grand List","Percent",0.64
"Tolland","0901376290",2016,"Gerb CT QRS 14-73 Inc.",4,"Percent of Net Grand List","Percent",0.59
"Tolland","0901376290",2016,"Silvas Real Estate LLC",5,"Percent of Net Grand List","Percent",0.48
"Tolland","0901376290",2016,"Summers & Summers Realty",6,"Percent of Net Grand List","Percent",0.45
"Tolland","0901376290",2016,"Norwegian Woods LLC",7,"Percent of Net Grand List","Percent",0.38
"Tolland","0901376290",2016,"Ivy Woods LLC",8,"Percent of Net Grand List","Percent",0.33
"Tolland","0901376290",2016,"MJB Realty LLC",9,"Percent of Net Grand List","Percent",0.31
"Tolland","0901376290",2016,"Carrage Crossing",10,"Percent of Net Grand List","Percent",0.26
"Tolland","0901376290",2016,"CT Light & Power Co",1,"Percent of Top 10 Total Grand List","Percent",19.54
"Tolland","0901376290",2016,"Capitol Ventures LLC",2,"Percent of Top 10 Total Grand List","Percent",19.32
"Tolland","0901376290",2016,"Woodlake at Tolland",3,"Percent of Top 10 Total Grand List","Percent",11.4
"Tolland","0901376290",2016,"Gerb CT QRS 14-73 Inc.",4,"Percent of Top 10 Total Grand List","Percent",10.53
"Tolland","0901376290",2016,"Silvas Real Estate LLC",5,"Percent of Top 10 Total Grand List","Percent",8.48
"Tolland","0901376290",2016,"Summers & Summers Realty",6,"Percent of Top 10 Total Grand List","Percent",8.02
"Tolland","0901376290",2016,"Norwegian Woods LLC",7,"Percent of Top 10 Total Grand List","Percent",6.75
"Tolland","0901376290",2016,"Ivy Woods LLC",8,"Percent of Top 10 Total Grand List","Percent",5.82
"Tolland","0901376290",2016,"MJB Realty LLC",9,"Percent of Top 10 Total Grand List","Percent",5.55
"Tolland","0901376290",2016,"Carrage Crossing",10,"Percent of Top 10 Total Grand List","Percent",4.59
"Tolland","0901376290",2016,"CT Light & Power Co",1,"Percent of Total Grand List","Percent",0.98
"Tolland","0901376290",2016,"Capitol Ventures LLC",2,"Percent of Total Grand List","Percent",0.97
"Tolland","0901376290",2016,"Woodlake at Tolland",3,"Percent of Total Grand List","Percent",0.57
"Tolland","0901376290",2016,"Gerb CT QRS 14-73 Inc.",4,"Percent of Total Grand List","Percent",0.53
"Tolland","0901376290",2016,"Silvas Real Estate LLC",5,"Percent of Total Grand List","Percent",0.43
"Tolland","0901376290",2016,"Summers & Summers Realty",6,"Percent of Total Grand List","Percent",0.4
"Tolland","0901376290",2016,"Norwegian Woods LLC",7,"Percent of Total Grand List","Percent",0.34
"Tolland","0901376290",2016,"Ivy Woods LLC",8,"Percent of Total Grand List","Percent",0.29
"Tolland","0901376290",2016,"MJB Realty LLC",9,"Percent of Total Grand List","Percent",0.28
"Tolland","0901376290",2016,"Carrage Crossing",10,"Percent of Total Grand List","Percent",0.23
"Torrington","0900576570",2016,"CT Light & Power",1,"Grand List Value","Number",45544710
"Torrington","0900576570",2016,"Yankee Gas Service Co",2,"Grand List Value","Number",22362000
"Torrington","0900576570",2016,"Torrington Water Co",3,"Grand List Value","Number",19415600
"Torrington","0900576570",2016,"Dudrow Torrington",4,"Grand List Value","Number",17105020
"Torrington","0900576570",2016,"GG Torington LLC",5,"Grand List Value","Number",13918460
"Torrington","0900576570",2016,"FuelCell Energy Inc",6,"Grand List Value","Number",11793990
"Torrington","0900576570",2016,"O&G Industries Inc.",7,"Grand List Value","Number",10161070
"Torrington","0900576570",2016,"Target Corportion",8,"Grand List Value","Number",9389050
"Torrington","0900576570",2016,"Aptar Group Inc",9,"Grand List Value","Number",9274760
"Torrington","0900576570",2016,"MBI Inc",10,"Grand List Value","Number",7566620
"Torrington","0900576570",2016,"CT Light & Power",1,"Percent of Net Grand List","Percent",2.33
"Torrington","0900576570",2016,"Yankee Gas Service Co",2,"Percent of Net Grand List","Percent",1.14
"Torrington","0900576570",2016,"Torrington Water Co",3,"Percent of Net Grand List","Percent",0.99
"Torrington","0900576570",2016,"Dudrow Torrington",4,"Percent of Net Grand List","Percent",0.87
"Torrington","0900576570",2016,"GG Torington LLC",5,"Percent of Net Grand List","Percent",0.71
"Torrington","0900576570",2016,"FuelCell Energy Inc",6,"Percent of Net Grand List","Percent",0.6
"Torrington","0900576570",2016,"O&G Industries Inc.",7,"Percent of Net Grand List","Percent",0.52
"Torrington","0900576570",2016,"Target Corportion",8,"Percent of Net Grand List","Percent",0.48
"Torrington","0900576570",2016,"Aptar Group Inc",9,"Percent of Net Grand List","Percent",0.47
"Torrington","0900576570",2016,"MBI Inc",10,"Percent of Net Grand List","Percent",0.39
"Torrington","0900576570",2016,"CT Light & Power",1,"Percent of Top 10 Total Grand List","Percent",27.35
"Torrington","0900576570",2016,"Yankee Gas Service Co",2,"Percent of Top 10 Total Grand List","Percent",13.43
"Torrington","0900576570",2016,"Torrington Water Co",3,"Percent of Top 10 Total Grand List","Percent",11.66
"Torrington","0900576570",2016,"Dudrow Torrington",4,"Percent of Top 10 Total Grand List","Percent",10.27
"Torrington","0900576570",2016,"GG Torington LLC",5,"Percent of Top 10 Total Grand List","Percent",8.36
"Torrington","0900576570",2016,"FuelCell Energy Inc",6,"Percent of Top 10 Total Grand List","Percent",7.08
"Torrington","0900576570",2016,"O&G Industries Inc.",7,"Percent of Top 10 Total Grand List","Percent",6.1
"Torrington","0900576570",2016,"Target Corportion",8,"Percent of Top 10 Total Grand List","Percent",5.64
"Torrington","0900576570",2016,"Aptar Group Inc",9,"Percent of Top 10 Total Grand List","Percent",5.57
"Torrington","0900576570",2016,"MBI Inc",10,"Percent of Top 10 Total Grand List","Percent",4.54
"Torrington","0900576570",2016,"CT Light & Power",1,"Percent of Total Grand List","Percent",22.52
"Torrington","0900576570",2016,"Yankee Gas Service Co",2,"Percent of Total Grand List","Percent",11.06
"Torrington","0900576570",2016,"Torrington Water Co",3,"Percent of Total Grand List","Percent",9.6
"Torrington","0900576570",2016,"Dudrow Torrington",4,"Percent of Total Grand List","Percent",8.46
"Torrington","0900576570",2016,"GG Torington LLC",5,"Percent of Total Grand List","Percent",6.88
"Torrington","0900576570",2016,"FuelCell Energy Inc",6,"Percent of Total Grand List","Percent",5.83
"Torrington","0900576570",2016,"O&G Industries Inc.",7,"Percent of Total Grand List","Percent",5.02
"Torrington","0900576570",2016,"Target Corportion",8,"Percent of Total Grand List","Percent",4.64
"Torrington","0900576570",2016,"Aptar Group Inc",9,"Percent of Total Grand List","Percent",4.59
"Torrington","0900576570",2016,"MBI Inc",10,"Percent of Total Grand List","Percent",3.74
"Trumbull","0900177200",2014,"Trumbull Shopping Center",1,"Grand List Value","Number",202300000
"Trumbull","0900177200",2014,"Digital 60 & 80 Merritt LLC",2,"Grand List Value","Number",119042660
"Trumbull","0900177200",2014,"United Illuminating",3,"Grand List Value","Number",34458940
"Trumbull","0900177200",2014,"Conopoc Inc",4,"Grand List Value","Number",29916910
"Trumbull","0900177200",2014,"Avalon Bay Communities",5,"Grand List Value","Number",28906740
"Trumbull","0900177200",2014,"Bridgewater Assoc",6,"Grand List Value","Number",25364100
"Trumbull","0900177200",2014,"Quarry Road Lot 2 LLC",7,"Grand List Value","Number",20965000
"Trumbull","0900177200",2014,"6949 Main Street",8,"Grand List Value","Number",17947700
"Trumbull","0900177200",2014,"Parallel Post Real Estate",9,"Grand List Value","Number",16758170
"Trumbull","0900177200",2014,"National Development Resources",10,"Grand List Value","Number",16450000
"Trumbull","0900177200",2014,"Trumbull Shopping Center",1,"Percent of Net Grand List","Percent",4.47
"Trumbull","0900177200",2014,"Digital 60 & 80 Merritt LLC",2,"Percent of Net Grand List","Percent",2.63
"Trumbull","0900177200",2014,"United Illuminating",3,"Percent of Net Grand List","Percent",0.76
"Trumbull","0900177200",2014,"Conopoc Inc",4,"Percent of Net Grand List","Percent",0.66
"Trumbull","0900177200",2014,"Avalon Bay Communities",5,"Percent of Net Grand List","Percent",0.64
"Trumbull","0900177200",2014,"Bridgewater Assoc",6,"Percent of Net Grand List","Percent",0.56
"Trumbull","0900177200",2014,"Quarry Road Lot 2 LLC",7,"Percent of Net Grand List","Percent",0.46
"Trumbull","0900177200",2014,"6949 Main Street",8,"Percent of Net Grand List","Percent",0.4
"Trumbull","0900177200",2014,"Parallel Post Real Estate",9,"Percent of Net Grand List","Percent",0.37
"Trumbull","0900177200",2014,"National Development Resources",10,"Percent of Net Grand List","Percent",0.36
"Trumbull","0900177200",2014,"Trumbull Shopping Center",1,"Percent of Top 10 Total Grand List","Percent",39.5
"Trumbull","0900177200",2014,"Digital 60 & 80 Merritt LLC",2,"Percent of Top 10 Total Grand List","Percent",23.25
"Trumbull","0900177200",2014,"United Illuminating",3,"Percent of Top 10 Total Grand List","Percent",6.73
"Trumbull","0900177200",2014,"Conopoc Inc",4,"Percent of Top 10 Total Grand List","Percent",5.84
"Trumbull","0900177200",2014,"Avalon Bay Communities",5,"Percent of Top 10 Total Grand List","Percent",5.64
"Trumbull","0900177200",2014,"Bridgewater Assoc",6,"Percent of Top 10 Total Grand List","Percent",4.95
"Trumbull","0900177200",2014,"Quarry Road Lot 2 LLC",7,"Percent of Top 10 Total Grand List","Percent",4.09
"Trumbull","0900177200",2014,"6949 Main Street",8,"Percent of Top 10 Total Grand List","Percent",3.5
"Trumbull","0900177200",2014,"Parallel Post Real Estate",9,"Percent of Top 10 Total Grand List","Percent",3.27
"Trumbull","0900177200",2014,"National Development Resources",10,"Percent of Top 10 Total Grand List","Percent",3.21
"Trumbull","0900177200",2014,"Trumbull Shopping Center",1,"Percent of Total Grand List","Percent",4.43
"Trumbull","0900177200",2014,"Digital 60 & 80 Merritt LLC",2,"Percent of Total Grand List","Percent",2.61
"Trumbull","0900177200",2014,"United Illuminating",3,"Percent of Total Grand List","Percent",0.75
"Trumbull","0900177200",2014,"Conopoc Inc",4,"Percent of Total Grand List","Percent",0.66
"Trumbull","0900177200",2014,"Avalon Bay Communities",5,"Percent of Total Grand List","Percent",0.63
"Trumbull","0900177200",2014,"Bridgewater Assoc",6,"Percent of Total Grand List","Percent",0.56
"Trumbull","0900177200",2014,"Quarry Road Lot 2 LLC",7,"Percent of Total Grand List","Percent",0.46
"Trumbull","0900177200",2014,"6949 Main Street",8,"Percent of Total Grand List","Percent",0.39
"Trumbull","0900177200",2014,"Parallel Post Real Estate",9,"Percent of Total Grand List","Percent",0.37
"Trumbull","0900177200",2014,"National Development Resources",10,"Percent of Total Grand List","Percent",0.36
"Union","0901377830",2016,"CT Light & Power",1,"Grand List Value","Number",1879220
"Union","0901377830",2016,"Gibson Realty Trust",2,"Grand List Value","Number",964830
"Union","0901377830",2016,"Krapek Karl J Trustee",3,"Grand List Value","Number",765660
"Union","0901377830",2016,"New England Site Management",4,"Grand List Value","Number",640950
"Union","0901377830",2016,"Herr Allison R",5,"Grand List Value","Number",612550
"Union","0901377830",2016,"Obourn Michael W & Noel R",6,"Grand List Value","Number",573420
"Union","0901377830",2016,"Campers Inn",7,"Grand List Value","Number",509965
"Union","0901377830",2016,"Mosher Howard I & Cynthia E Trustees",8,"Grand List Value","Number",494560
"Union","0901377830",2016,"Szych Gordon Steve",9,"Grand List Value","Number",490000
"Union","0901377830",2016,"Chappell Raymond E & Sahrah J",10,"Grand List Value","Number",482040
"Union","0901377830",2016,"CT Light & Power",1,"Percent of Net Grand List","Percent",2.08
"Union","0901377830",2016,"Gibson Realty Trust",2,"Percent of Net Grand List","Percent",1.07
"Union","0901377830",2016,"Krapek Karl J Trustee",3,"Percent of Net Grand List","Percent",0.85
"Union","0901377830",2016,"New England Site Management",4,"Percent of Net Grand List","Percent",0.71
"Union","0901377830",2016,"Herr Allison R",5,"Percent of Net Grand List","Percent",0.68
"Union","0901377830",2016,"Obourn Michael W & Noel R",6,"Percent of Net Grand List","Percent",0.63
"Union","0901377830",2016,"Campers Inn",7,"Percent of Net Grand List","Percent",0.56
"Union","0901377830",2016,"Mosher Howard I & Cynthia E Trustees",8,"Percent of Net Grand List","Percent",0.55
"Union","0901377830",2016,"Szych Gordon Steve",9,"Percent of Net Grand List","Percent",0.54
"Union","0901377830",2016,"Chappell Raymond E & Sahrah J",10,"Percent of Net Grand List","Percent",0.53
"Union","0901377830",2016,"CT Light & Power",1,"Percent of Top 10 Total Grand List","Percent",25.35
"Union","0901377830",2016,"Gibson Realty Trust",2,"Percent of Top 10 Total Grand List","Percent",13.02
"Union","0901377830",2016,"Krapek Karl J Trustee",3,"Percent of Top 10 Total Grand List","Percent",10.33
"Union","0901377830",2016,"New England Site Management",4,"Percent of Top 10 Total Grand List","Percent",8.65
"Union","0901377830",2016,"Herr Allison R",5,"Percent of Top 10 Total Grand List","Percent",8.26
"Union","0901377830",2016,"Obourn Michael W & Noel R",6,"Percent of Top 10 Total Grand List","Percent",7.74
"Union","0901377830",2016,"Campers Inn",7,"Percent of Top 10 Total Grand List","Percent",6.88
"Union","0901377830",2016,"Mosher Howard I & Cynthia E Trustees",8,"Percent of Top 10 Total Grand List","Percent",6.67
"Union","0901377830",2016,"Szych Gordon Steve",9,"Percent of Top 10 Total Grand List","Percent",6.61
"Union","0901377830",2016,"Chappell Raymond E & Sahrah J",10,"Percent of Top 10 Total Grand List","Percent",6.5
"Union","0901377830",2016,"CT Light & Power",1,"Percent of Total Grand List","Percent",2.07
"Union","0901377830",2016,"Gibson Realty Trust",2,"Percent of Total Grand List","Percent",1.06
"Union","0901377830",2016,"Krapek Karl J Trustee",3,"Percent of Total Grand List","Percent",0.84
